Var1,Freq,SurveyName,Country,StartYear
4 Year,0.059137979,MWIR7AFL.DTA,Malawi,2015
5+ Years,0.164428313,MWIR7AFL.DTA,Malawi,2015
Under a Year,0.33061091,MWIR7AFL.DTA,Malawi,2015
1 Year,0.16075167,MVIR71FL.DTA,Maldives,2016
2 Year,0.135793598,MVIR71FL.DTA,Maldives,2016
3 Year,0.093929573,MVIR71FL.DTA,Maldives,2016
4 Year,0.047073706,MVIR71FL.DTA,Maldives,2016
5+ Years,0.340696079,MVIR71FL.DTA,Maldives,2016
Under a Year,0.221755374,MVIR71FL.DTA,Maldives,2016
1 Year,0.283765363,MLIR7HFL.DTA,Mali,2018
2 Year,0.117331169,MLIR7HFL.DTA,Mali,2018
3 Year,0.07746104,MLIR7HFL.DTA,Mali,2018
4 Year,0.050591371,MLIR7HFL.DTA,Mali,2018
5+ Years,0.067887383,MLIR7HFL.DTA,Mali,2018
Under a Year,0.402963674,MLIR7HFL.DTA,Mali,2018
1 Year,0.252550132,MLIR6AFL.DTA,Mali,2012
2 Year,0.142066189,MLIR6AFL.DTA,Mali,2012
3 Year,0.061643401,MLIR6AFL.DTA,Mali,2012
4 Year,0.030059155,MLIR6AFL.DTA,Mali,2012
5+ Years,0.090548921,MLIR6AFL.DTA,Mali,2012
Under a Year,0.423132201,MLIR6AFL.DTA,Mali,2012
1 Year,0.237789074,MRIR71FL.DTA,Mauritania,2019
2 Year,0.104799523,MRIR71FL.DTA,Mauritania,2019
3 Year,0.057196023,MRIR71FL.DTA,Mauritania,2019
4 Year,0.021840309,MRIR71FL.DTA,Mauritania,2019
5+ Years,0.030398925,MRIR71FL.DTA,Mauritania,2019
Under a Year,0.547976146,MRIR71FL.DTA,Mauritania,2019
1 Year,0.273235247,MZIR62FL.DTA,Mozambique,2011
2 Year,0.094519353,MZIR62FL.DTA,Mozambique,2011
3 Year,0.049301219,MZIR62FL.DTA,Mozambique,2011
4 Year,0.037721956,MZIR62FL.DTA,Mozambique,2011
5+ Years,0.088009535,MZIR62FL.DTA,Mozambique,2011
Under a Year,0.45721269,MZIR62FL.DTA,Mozambique,2011
1 Year,0.111286615,NPIR7HFL.DTA,Nepal,2016
2 Year,0.069314461,NPIR7HFL.DTA,Nepal,2016
3 Year,0.060288364,NPIR7HFL.DTA,Nepal,2016
4 Year,0.054485713,NPIR7HFL.DTA,Nepal,2016
5+ Years,0.462162065,NPIR7HFL.DTA,Nepal,2016
Under a Year,0.242462781,NPIR7HFL.DTA,Nepal,2016
1 Year,0.108692862,NPIR60FL.DTA,Nepal,2011
2 Year,0.080038954,NPIR60FL.DTA,Nepal,2011
3 Year,0.061644004,NPIR60FL.DTA,Nepal,2011
4 Year,0.047862619,NPIR60FL.DTA,Nepal,2011
5+ Years,0.490471387,NPIR60FL.DTA,Nepal,2011
Under a Year,0.211290174,NPIR60FL.DTA,Nepal,2011
1 Year,0.284100644,NIIR61FL.DTA,Niger,2012
2 Year,0.064287786,NIIR61FL.DTA,Niger,2012
3 Year,0.020743066,NIIR61FL.DTA,Niger,2012
4 Year,0.012140744,NIIR61FL.DTA,Niger,2012
5+ Years,0.01362498,NIIR61FL.DTA,Niger,2012
Under a Year,0.60510278,NIIR61FL.DTA,Niger,2012
1 Year,0.237540811,NGIR7AFL.DTA,Nigeria,2018
2 Year,0.125373182,NGIR7AFL.DTA,Nigeria,2018
3 Year,0.076580273,NGIR7AFL.DTA,Nigeria,2018
4 Year,0.050800615,NGIR7AFL.DTA,Nigeria,2018
5+ Years,0.134958533,NGIR7AFL.DTA,Nigeria,2018
Under a Year,0.374746586,NGIR7AFL.DTA,Nigeria,2018
1 Year,0.202601231,NGIR6AFL.DTA,Nigeria,2013
2 Year,0.125083006,NGIR6AFL.DTA,Nigeria,2013
3 Year,0.102829978,NGIR6AFL.DTA,Nigeria,2013
4 Year,0.06252405,NGIR6AFL.DTA,Nigeria,2013
5+ Years,0.153619947,NGIR6AFL.DTA,Nigeria,2013
Under a Year,0.353341787,NGIR6AFL.DTA,Nigeria,2013
1 Year,0.180720336,PKIR71FL.DTA,Pakistan,2017
2 Year,0.122107069,PKIR71FL.DTA,Pakistan,2017
3 Year,0.074108018,PKIR71FL.DTA,Pakistan,2017
4 Year,0.069225233,PKIR71FL.DTA,Pakistan,2017
5+ Years,0.325373945,PKIR71FL.DTA,Pakistan,2017
Under a Year,0.228465399,PKIR71FL.DTA,Pakistan,2017
1 Year,0.163042263,PHIR61FL.DTA,Philippines,2013
2 Year,0.104286089,PHIR61FL.DTA,Philippines,2013
3 Year,0.081382461,PHIR61FL.DTA,Philippines,2013
4 Year,0.05567129,PHIR61FL.DTA,Philippines,2013
5+ Years,0.342356246,PHIR61FL.DTA,Philippines,2013
Under a Year,0.253261651,PHIR61FL.DTA,Philippines,2013
1 Year,0.244369783,RWIR81FL.DTA,Rwanda,2019
2 Year,0.164700418,RWIR81FL.DTA,Rwanda,2019
3 Year,0.087977276,RWIR81FL.DTA,Rwanda,2019
4 Year,0.053204778,RWIR81FL.DTA,Rwanda,2019
5+ Years,0.117844508,RWIR81FL.DTA,Rwanda,2019
Under a Year,0.331903237,RWIR81FL.DTA,Rwanda,2019
1 Year,0.221075485,RWIR70FL.DTA,Rwanda,2014
2 Year,0.138150211,RWIR70FL.DTA,Rwanda,2014
3 Year,0.096433978,RWIR70FL.DTA,Rwanda,2014
4 Year,0.066251121,RWIR70FL.DTA,Rwanda,2014
5+ Years,0.136494171,RWIR70FL.DTA,Rwanda,2014
Under a Year,0.341595034,RWIR70FL.DTA,Rwanda,2014
1 Year,0.256466579,RWIR61FL.DTA,Rwanda,2010
2 Year,0.16377776,RWIR61FL.DTA,Rwanda,2010
3 Year,0.094265803,RWIR61FL.DTA,Rwanda,2010
4 Year,0.04293345,RWIR61FL.DTA,Rwanda,2010
5+ Years,0.060644023,RWIR61FL.DTA,Rwanda,2010
Under a Year,0.381912386,RWIR61FL.DTA,Rwanda,2010
1 Year,0.2344914,SNIR8AFL.DTA,Senegal,2019
2 Year,0.16223472,SNIR8AFL.DTA,Senegal,2019
3 Year,0.066595149,SNIR8AFL.DTA,Senegal,2019
4 Year,0.056019671,SNIR8AFL.DTA,Senegal,2019
5+ Years,0.100290049,SNIR8AFL.DTA,Senegal,2019
Under a Year,0.38036901,SNIR8AFL.DTA,Senegal,2019
1 Year,0.235202337,SNIR80FL.DTA,Senegal,2018
2 Year,0.161147125,SNIR80FL.DTA,Senegal,2018
3 Year,0.081566132,SNIR80FL.DTA,Senegal,2018
4 Year,0.071441491,SNIR80FL.DTA,Senegal,2018
5+ Years,0.102942752,SNIR80FL.DTA,Senegal,2018
Under a Year,0.347700163,SNIR80FL.DTA,Senegal,2018
1 Year,0.23911604,SNIR7ZFL.DTA,Senegal,2017
2 Year,0.142735215,SNIR7ZFL.DTA,Senegal,2017
3 Year,0.09892357,SNIR7ZFL.DTA,Senegal,2017
4 Year,0.060823454,SNIR7ZFL.DTA,Senegal,2017
5+ Years,0.087281629,SNIR7ZFL.DTA,Senegal,2017
Under a Year,0.371120092,SNIR7ZFL.DTA,Senegal,2017
1 Year,0.227339162,SNIR7QFL.DTA,Senegal,2016
2 Year,0.141780811,SNIR7QFL.DTA,Senegal,2016
3 Year,0.089971186,SNIR7QFL.DTA,Senegal,2016
4 Year,0.050881216,SNIR7QFL.DTA,Senegal,2016
5+ Years,0.089111378,SNIR7QFL.DTA,Senegal,2016
Under a Year,0.400916248,SNIR7QFL.DTA,Senegal,2016
1 Year,0.250675308,SNIR7HFL.DTA,Senegal,2015
2 Year,0.135255804,SNIR7HFL.DTA,Senegal,2015
3 Year,0.088110885,SNIR7HFL.DTA,Senegal,2015
4 Year,0.048145936,SNIR7HFL.DTA,Senegal,2015
5+ Years,0.085761999,SNIR7HFL.DTA,Senegal,2015
Under a Year,0.392050068,SNIR7HFL.DTA,Senegal,2015
1 Year,0.246281363,SNIR70FL.DTA,Senegal,2014
2 Year,0.120459898,SNIR70FL.DTA,Senegal,2014
3 Year,0.066472199,SNIR70FL.DTA,Senegal,2014
4 Year,0.03477044,SNIR70FL.DTA,Senegal,2014
5+ Years,0.073981925,SNIR70FL.DTA,Senegal,2014
Under a Year,0.458034175,SNIR70FL.DTA,Senegal,2014
1 Year,0.223793489,SNIR6DFL.DTA,Senegal,2012
2 Year,0.129490725,SNIR6DFL.DTA,Senegal,2012
3 Year,0.068069677,SNIR6DFL.DTA,Senegal,2012
4 Year,0.037744305,SNIR6DFL.DTA,Senegal,2012
5+ Years,0.077598965,SNIR6DFL.DTA,Senegal,2012
Under a Year,0.463302839,SNIR6DFL.DTA,Senegal,2012
1 Year,0.223748371,SNIR61FL.DTA,Senegal,2010
2 Year,0.102475672,SNIR61FL.DTA,Senegal,2010
3 Year,0.089224545,SNIR61FL.DTA,Senegal,2010
4 Year,0.037396433,SNIR61FL.DTA,Senegal,2010
5+ Years,0.101602859,SNIR61FL.DTA,Senegal,2010
Under a Year,0.445552118,SNIR61FL.DTA,Senegal,2010
1 Year,0.239420628,SLIR7AFL.DTA,Sierra Leone,2019
2 Year,0.155621556,SLIR7AFL.DTA,Sierra Leone,2019
3 Year,0.093326791,SLIR7AFL.DTA,Sierra Leone,2019
4 Year,0.047918163,SLIR7AFL.DTA,Sierra Leone,2019
5+ Years,0.080534214,SLIR7AFL.DTA,Sierra Leone,2019
Under a Year,0.383178648,SLIR7AFL.DTA,Sierra Leone,2019
1 Year,0.258940961,SLIR61FL.DTA,Sierra Leone,2013
2 Year,0.142625191,SLIR61FL.DTA,Sierra Leone,2013
3 Year,0.102040587,SLIR61FL.DTA,Sierra Leone,2013
4 Year,0.054115267,SLIR61FL.DTA,Sierra Leone,2013
5+ Years,0.063953055,SLIR61FL.DTA,Sierra Leone,2013
Under a Year,0.378324939,SLIR61FL.DTA,Sierra Leone,2013
1 Year,0.20508957,ZAIR71FL.DTA,South Africa,2016
2 Year,0.118423479,ZAIR71FL.DTA,South Africa,2016
3 Year,0.077873977,ZAIR71FL.DTA,South Africa,2016
4 Year,0.057295516,ZAIR71FL.DTA,South Africa,2016
5+ Years,0.237948034,ZAIR71FL.DTA,South Africa,2016
Under a Year,0.303369425,ZAIR71FL.DTA,South Africa,2016
1 Year,0.171205892,TJIR71FL.DTA,Tajikistan,2017
2 Year,0.122316709,TJIR71FL.DTA,Tajikistan,2017
3 Year,0.082325891,TJIR71FL.DTA,Tajikistan,2017
4 Year,0.067116613,TJIR71FL.DTA,Tajikistan,2017
5+ Years,0.324066338,TJIR71FL.DTA,Tajikistan,2017
Under a Year,0.232968557,TJIR71FL.DTA,Tajikistan,2017
1 Year,0.162679418,TJIR61FL.DTA,Tajikistan,2012
2 Year,0.141285422,TJIR61FL.DTA,Tajikistan,2012
3 Year,0.095687044,TJIR61FL.DTA,Tajikistan,2012
4 Year,0.070928611,TJIR61FL.DTA,Tajikistan,2012
5+ Years,0.306349055,TJIR61FL.DTA,Tajikistan,2012
Under a Year,0.223070449,TJIR61FL.DTA,Tajikistan,2012
1 Year,0.243086674,TZIR7BFL.DTA,Tanzania,2015
2 Year,0.117913286,TZIR7BFL.DTA,Tanzania,2015
3 Year,0.067795214,TZIR7BFL.DTA,Tanzania,2015
4 Year,0.039678705,TZIR7BFL.DTA,Tanzania,2015
5+ Years,0.127865703,TZIR7BFL.DTA,Tanzania,2015
Under a Year,0.403660418,TZIR7BFL.DTA,Tanzania,2015
1 Year,0.213603714,TLIR71FL.DTA,Timor-Leste,2016
2 Year,0.146586645,TLIR71FL.DTA,Timor-Leste,2016
3 Year,0.10688048,TLIR71FL.DTA,Timor-Leste,2016
4 Year,0.06633492,TLIR71FL.DTA,Timor-Leste,2016
5+ Years,0.183088695,TLIR71FL.DTA,Timor-Leste,2016
Under a Year,0.283505547,TLIR71FL.DTA,Timor-Leste,2016
1 Year,0.232283601,TGIR61FL.DTA,Togo,2013
2 Year,0.139791154,TGIR61FL.DTA,Togo,2013
3 Year,0.093631642,TGIR61FL.DTA,Togo,2013
4 Year,0.054418671,TGIR61FL.DTA,Togo,2013
5+ Years,0.10693567,TGIR61FL.DTA,Togo,2013
Under a Year,0.372939262,TGIR61FL.DTA,Togo,2013
1 Year,0.213429901,UGIR7BFL.DTA,Uganda,2016
2 Year,0.123595812,UGIR7BFL.DTA,Uganda,2016
3 Year,0.068859768,UGIR7BFL.DTA,Uganda,2016
4 Year,0.044399608,UGIR7BFL.DTA,Uganda,2016
5+ Years,0.104222821,UGIR7BFL.DTA,Uganda,2016
Under a Year,0.445492091,UGIR7BFL.DTA,Uganda,2016
1 Year,0.205922855,UGIR60FL.DTA,Uganda,2011
2 Year,0.098145514,UGIR60FL.DTA,Uganda,2011
3 Year,0.070253904,UGIR60FL.DTA,Uganda,2011
4 Year,0.040617419,UGIR60FL.DTA,Uganda,2011
5+ Years,0.11505414,UGIR60FL.DTA,Uganda,2011
Under a Year,0.470006168,UGIR60FL.DTA,Uganda,2011
1 Year,0.236334183,ZMIR71FL.DTA,Zambia,2018
2 Year,0.131594117,ZMIR71FL.DTA,Zambia,2018
3 Year,0.07704701,ZMIR71FL.DTA,Zambia,2018
4 Year,0.052930239,ZMIR71FL.DTA,Zambia,2018
5+ Years,0.099517313,ZMIR71FL.DTA,Zambia,2018
Under a Year,0.402577138,ZMIR71FL.DTA,Zambia,2018
1 Year,0.2271353,ZMIR61FL.DTA,Zambia,2013
2 Year,0.11805901,ZMIR61FL.DTA,Zambia,2013
3 Year,0.07688084,ZMIR61FL.DTA,Zambia,2013
4 Year,0.050218379,ZMIR61FL.DTA,Zambia,2013
5+ Years,0.085837915,ZMIR61FL.DTA,Zambia,2013
Under a Year,0.441868555,ZMIR61FL.DTA,Zambia,2013
1 Year,0.227451109,ZWIR71FL.DTA,Zimbabwe,2015
2 Year,0.143907915,ZWIR71FL.DTA,Zimbabwe,2015
3 Year,0.091622897,ZWIR71FL.DTA,Zimbabwe,2015
4 Year,0.063527668,ZWIR71FL.DTA,Zimbabwe,2015
5+ Years,0.144734135,ZWIR71FL.DTA,Zimbabwe,2015
Under a Year,0.328756276,ZWIR71FL.DTA,Zimbabwe,2015
1 Year,0.198655631,ZWIR62FL.DTA,Zimbabwe,2010
2 Year,0.118611243,ZWIR62FL.DTA,Zimbabwe,2010
3 Year,0.076618334,ZWIR62FL.DTA,Zimbabwe,2010
4 Year,0.049217483,ZWIR62FL.DTA,Zimbabwe,2010
5+ Years,0.15517514,ZWIR62FL.DTA,Zimbabwe,2010
Under a Year,0.401722169,ZWIR62FL.DTA,Zimbabwe,2010
1 Year,,TRIR61FL.DTA,Turkey,2013
2 Year,,TRIR61FL.DTA,Turkey,2013
3 Year,,TRIR61FL.DTA,Turkey,2013
4 Year,,TRIR61FL.DTA,Turkey,2013
5+ Years,,TRIR61FL.DTA,Turkey,2013
Under a Year,,TRIR61FL.DTA,Turkey,2013
1 Year,0.244795753,CDIR61FL.DTA,Congo Democratic Republic,2013
2 Year,0.115823398,CDIR61FL.DTA,Congo Democratic Republic,2013
3 Year,0.080547172,CDIR61FL.DTA,Congo Democratic Republic,2013
4 Year,0.046312475,CDIR61FL.DTA,Congo Democratic Republic,2013
5+ Years,0.126418064,CDIR61FL.DTA,Congo Democratic Republic,2013
Under a Year,0.386103139,CDIR61FL.DTA,Congo Democratic Republic,2013
1 Year,0.222531474,CIIR62FL.DTA,Cote d'Ivoire,2011
2 Year,0.136115673,CIIR62FL.DTA,Cote d'Ivoire,2011
3 Year,0.078792904,CIIR62FL.DTA,Cote d'Ivoire,2011
4 Year,0.04244193,CIIR62FL.DTA,Cote d'Ivoire,2011
5+ Years,0.144606085,CIIR62FL.DTA,Cote d'Ivoire,2011
Under a Year,0.375511934,CIIR62FL.DTA,Cote d'Ivoire,2011
1 Year,0.224244216,CMIR71FL.DTA,Cameroon,2018
2 Year,0.142313781,CMIR71FL.DTA,Cameroon,2018
3 Year,0.081986103,CMIR71FL.DTA,Cameroon,2018
4 Year,0.052892917,CMIR71FL.DTA,Cameroon,2018
5+ Years,0.105717764,CMIR71FL.DTA,Cameroon,2018
Under a Year,0.392845219,CMIR71FL.DTA,Cameroon,2018
